-,-,-,-,-,-,-,-,-,-,-,-,-,IN002,IN003,IN004,IN007,IN008,IN010,IN015,IN017,IN018,IN023,IN024,IN025,IN028,IN037,IN041,IN046,IN047,IN052
320115,3201159,Brejetuba,ES,Sudeste,SE,1,2022,SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS,PMB/OBRAS,Local,Administração pública direta,Res. Sólidos ,22154.04,0.77,0,100,0,,24.64,0,,198.89,63.29,,1.33,0.41,,33.66,,
260250,2602506,Brejinho,PE,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE BREJINHO,PMB,Local,Administração pública direta,Res. Sólidos ,56000,0.65,0,100,0,0,41.45,0,1703.94,150,71.43,50,1.37,0.06,0,21.43,50,0
240180,2401800,Brejinho,RN,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE BREJINHO,PMB,Local,Administração pública direta,Res. Sólidos ,5942.53,0.26,,100,0,,53.44,0,,,,,2.25,2.11,,,,
170370,1703701,Brejinho de Nazaré,TO,Norte,N ,1,2022,Prefeitura Municipal de Brejinho de Nazaré,PMBNZ,Local,Administração pública direta,Res. Sólidos ,15744.04,1.17,15.61,89.29,10.71,,81.38,90.02,,,,,0.8,,,,,
210210,2102101,Brejo,MA,Nordeste,NE,2,2022,Prefeitura Municipal de Brejo,PMB,Local,Administração pública direta,Res. Sólidos ,6962.03,5.5,,100,0,5.06,36.99,0.66,319.49,,,18.99,0.33,0.4,0,,12.66,25.32
350775,3507753,Brejo Alegre,SP,Sudeste,SE,1,2022,MUNICÍPIO DE BREJO ALEGRE,PMBA,Local,Administração pública direta,Res. Sólidos ,39150.96,1.12,3.36,100,0,,99.84,0,,259.86,42.67,,0.48,,,27.03,,
260260,2602605,Brejo da Madre de Deus,PE,Nordeste,NE,2,2022,Secretaria Municipal de Obras e Urbanismo,SOU,Local,Administração pública direta,Res. Sólidos ,40550.64,3.06,0.72,100,0,9.22,90.86,0,493.33,373.84,68.65,48.23,0.65,0.8,0,23.63,26.95,11.35
210215,2102150,Brejo de Areia,MA,Nordeste,NE,1,2022,Prefeitura Municipal de Brejo de Areia,PMBA,Local,Administração pública direta,Res. Sólidos ,7000,2.92,,100,0,0,51.19,0,3993.61,,,100,2.9,,,,0,0
250280,2502805,Brejo do Cruz,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Brejo do Cruz,PMBC,Local,Administração pública direta,Res. Sólidos ,3047.79,0.72,0,100,0,7.02,88.15,0,1365.28,61.98,91.48,10.53,0.59,,0,0,42.11,8.77
250290,2502904,Brejo dos Santos,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Brejo Dos Santos,PMBS,Local,Administração pública direta,Res. Sólidos ,23972.25,10,2.24,100,0,15,77.83,0,926.52,80.81,14.66,15,0.53,0.69,0,83.1,50,20
290430,2904308,Brejões,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Brejões,PMB,Local,Administração pública direta,Res. Sólidos ,,3.39,9.72,,,,73.4,61.64,685.96,249.45,43.61,26.98,1.05,0.01,0,44.64,47.62,17.46
280070,2800704,Brejo Grande,SE,Nordeste,NE,1,2022,Prefeitura Municipal de Brejo Grande,PMBG,Local,Administração pública direta,Res. Sólidos ,,2.6,0,,,,89.27,100,543.13,99.21,35.7,50,0.67,,0,28.56,40,10
150175,1501758,Brejo Grande do Araguaia,PA,Norte,N ,1,2022,PREFEITURA MUNICIPAL DE BREJO GRANDE DO ARAGUAIA,PMBGA,Local,Administração pública direta,Res. Sólidos ,25414.08,1.07,0,100,0,0,78.11,0,550.59,139.13,49.95,52.94,0.8,,0,23,11.76,29.41
230250,2302503,Brejo Santo,CE,Nordeste,NE,2,2022,SECRATARIA DE INFRAESTUTURA E URBANISMO,SEINFRA,Local,Administração pública direta,Res. Sólidos ,146266.62,3.4,100,0,100,3.08,79.91,100,3215.65,308.73,44.87,18.46,0.93,,,3,0,21.54
150178,1501782,Breu Branco,PA,Norte,N ,2,2022,PREFEITURA MUNICIPAL DE BREU BRANCO,PMBB,Local,Administração pública direta,Res. Sólidos ,,14.39,0,,,,87.85,0,5324.81,187.5,51.64,14.12,1.36,1,0,19.27,21.18,31.76
150180,1501808,Breves,PA,Norte,N ,3,2022,Secretaria Municipal de Obras e Serviços Urbanos,SEOB,Local,Administração pública direta,Res. Sólidos ,,0.38,,,,,48.51,0,,,,,2.64,,,,,
520380,5203807,Britânia,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal,PM,Local,Administração pública direta,Res. Sólidos ,55762.51,4.35,0,100,0,,87.01,0,,,,,0.41,,,,,
430265,4302659,Brochier,RS,Sul,S ,1,2022,Prefeitura Municipal de Brochier,PMB,Local,Administração pública direta,Res. Sólidos ,42553.67,1.57,,70,30,,58.3,0,,,,,0.46,,,,,
350780,3507803,Brodowski,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE BRODOWSKI,PMB,Local,Administração pública direta,Res. Sólidos ,36915.58,0.98,,100,0,,98.1,0,,,,,0.75,,,,,
350790,3507902,Brotas,SP,Sudeste,SE,1,2022,Secretaria Municipal de Meio Ambiente,SEMMA,Local,Administração pública direta,Res. Sólidos ,,1.98,79.04,,,,85.66,88.08,795.73,240.41,74.93,47.76,1.07,0.33,0,3.35,5.97,14.93
290450,2904506,Brotas de Macaúbas,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Brotas de Macaúbas,PMBM,Local,Administração pública direta,Res. Sólidos ,,1.14,,,,,56.35,25,1277.96,,,20,0.83,,0,,40,20
310900,3109006,Brumadinho,MG,Sudeste,SE,2,2022,Prefeitura Municipal de Brumadinho,PMB,Local,Administração pública direta,Res. Sólidos ,73733.4,7.53,82.58,35.23,64.77,5.68,97.65,73.99,2857.68,118.3,24.32,12.5,2.01,0.03,51.14,30.29,50,13.64
290460,2904605,Brumado,BA,Nordeste,NE,2,2022,Prefeitura Municipal de Brumado,PMB,Local,Administração pública direta,Res. Sólidos ,56365.16,2.16,100,0,100,3.64,81.83,100,2968.58,111.47,40.46,21.82,1.07,0.04,100,55.63,36.36,27.27
420287,4202875,Brunópolis,SC,Sul,S ,1,2022,MUNICÍPIO DE BRUNÓPOIS,PMB,Local,Administração pública direta,Res. Sólidos ,17429.17,0.83,,66.67,33.33,0,40.18,100,301.38,,,33.33,0.78,,0,,33.33,33.33
420290,4202909,Brusque,SC,Sul,S ,3,2022,PREFEITURA MUNICIPAL DE BRUSQUE,PMB,Local,Administração pública direta,Res. Sólidos ,,3.85,76.84,,,,100,100,1206.1,500,76.84,41.23,0.69,0.03,0,22.68,43.86,4.39
310910,3109105,Bueno Brandão,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Bueno Brandão,PMBB,Local,Administração pública direta,Res. Sólidos ,32519.79,2.3,,100,0,6.9,98.63,15.52,825.96,,,13.79,0.31,0.27,0,,51.72,27.59
310920,3109204,Buenópolis,MG,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE BUENOPOLIS,MG,Local,Administração pública direta,Res. Sólidos ,,1.59,2.74,,,,84.47,0,2044.73,80.74,36.87,25,1.13,,0,56.29,20,45
290470,2904704,Buerarema,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Buerarema,PMB,Local,Administração pública direta,Res. Sólidos ,6040.28,2.42,17.22,100,0,0,67.55,14.88,71.57,148.81,27.59,50,0.18,1.49,0,27.59,33.33,16.67
310925,3109253,Bugre,MG,Sudeste,SE,1,2022,Secretaria Municipal de Obras e Serviços Urbanos,SEMOSU,Local,Administração pública direta,Res. Sólidos ,9702.9,0.41,62.33,38.46,61.54,15.38,17.32,94.83,617.68,80.93,37.21,23.08,2.27,,57.14,62.79,53.85,7.69
260280,2602803,Buíque,PE,Nordeste,NE,2,2022,Prefeitura Municipal de Buíque,PMB,Local,Administração pública direta,Res. Sólidos ,51503.38,1.15,96.72,5.41,94.59,,75.34,6.81,,169.3,42.43,,0.35,0.15,,35.25,,
120013,1200138,Bujari,AC,Norte,N ,1,2022,Prefeitura Municipal de Bujari,PMB,Local,Administração pública direta,Res. Sólidos ,31386.67,1.5,0,100,0,13.33,44.51,0,752.4,473.83,94.81,26.67,0.45,0.64,,0,0,40
150190,1501907,Bujaru,PA,Norte,N ,1,2022,SECRETARIA MUNICIPAL DE MEIO AMBIENTE,SEMMA,Local,Administração pública direta,Res. Sólidos ,25882.35,10,4.55,100,0,11.76,32.81,0,490.73,,,17.65,0.79,,0,,17.65,29.41
350800,3508009,Buri,SP,Sudeste,SE,1,2022,Prefeitura Muncipal de Buri,SP,Local,Administração pública direta,Res. Sólidos ,24545.5,0.48,6.48,72.73,27.27,0,96.3,0,2662.41,45,83.33,54.55,1.4,,0,10.19,13.64,27.27
350810,3508108,Buritama,SP,Sudeste,SE,1,2022,"SAAEMB - SERV. AUT. DE ÁGUA, ESGOTO E MEIO AMB. DO MUNIC. DE BURITAMA",SAAEMB,Local,Administração pública direta,Res. Sólidos ,45093.21,1.73,57.09,40.74,59.26,7.41,99.94,5.13,5263.58,67,72.53,29.63,2.11,,0,5.91,7.41,40.74
520390,5203906,Buriti Alegre,GO,Centro-Oeste,CO,1,2022,PREFEITURA MUNICIPAL DE BURITI ALEGRE,PMBA,Local,Administração pública direta,Res. Sólidos ,,0.62,,,,,81.59,0.47,1750.8,,,8.93,0.88,,100,,44.64,37.5
210230,2102309,Buriti Bravo,MA,Nordeste,NE,1,2022,SECRETARIA MUNICIPAL DE OBRAS,PMBB,Local,Administração pública direta,Res. Sólidos ,,1.82,,,,,74.21,100,,,,,2,0.03,,,,
210232,2102325,Buriticupu,MA,Nordeste,NE,2,2022,Prefeitura Municipal de Buriticupu,PMB,Local,Administração pública direta,Res. Sólidos ,378020.2,3.13,100,0,100,0,27.03,100,134.98,1602.8,17.91,100,0.12,,,35.29,0,0
520393,5203939,Buriti de Goiás,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Buriti de Goiás,PMBG,Local,Administração pública direta,Res. Sólidos ,26446.32,2.64,0,100,0,,67.46,0,,154.7,25.51,,1.17,0.23,,32.77,,
220202,2202026,Buriti dos Montes,PI,Nordeste,NE,1,2022,Prefeitura Municipal de Buriti dos Montes,PMBM,Local,Administração pública direta,Res. Sólidos ,23915.81,1,0,37.5,62.5,,53.81,0,,140.51,44.43,,0.83,,,34.92,,
170380,1703800,Buriti do Tocantins,TO,Norte,N ,1,2022,PREFEITURA MUNICIPAL DE BURITI DO TOCANTINS,PMB,Local,Administração pública direta,Res. Sólidos ,17907.69,1.66,2.41,100,0,,99.99,0,,437.42,38.83,,0.16,,,58.76,,
520396,5203962,Buritinópolis,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Buritinópolis,PMB,Local,Administração pública direta,Res. Sólidos ,24868.44,0.87,8.58,100,0,0,92.85,0,526.36,144.97,42.69,44.44,0.62,1.97,0,48.74,55.56,0
290475,2904753,Buritirama,BA,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE BURITIRAMA,PMB,Local,Administração pública direta,Res. Sólidos ,19309.82,1.06,8.64,100,0,,40.18,0,,98.89,23.64,,0.63,0.44,,67.72,,
210235,2102358,Buritirana,MA,Nordeste,NE,1,2022,Prefeitura Municipal de Buritirana,PMB,Local,Administração pública direta,Res. Sólidos ,,1.69,,,,,27.94,0,,,,,1.02,,,,,
310930,3109303,Buritis,MG,Sudeste,SE,1,2022,SECRETARIA MUNICIPAL DE OBRAS PUBLICAS,SETOP,Local,Administração pública direta,Res. Sólidos ,16869.74,1.42,0,80.87,19.13,11.3,74.32,0,2479.23,80.94,58.28,15.65,2.14,,0,38.1,12.17,23.48
110045,1100452,Buritis,RO,Norte,N ,1,2022,PREFEITURA MUNICIPAL DE BURITIS RO,PMB,Local,Administração pública direta,Res. Sólidos ,47270.63,0.92,52.48,100,0,0,56.33,10.27,875.03,223.71,76.59,59.09,0.62,0.05,,11.35,0,0
350820,3508207,Buritizal,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Buritizal,PMB,Local,Administração pública direta,Res. Sólidos ,,1.61,30.87,,,,94.12,0,3051.12,137.96,20.92,14.29,0.64,0.38,0,48.21,14.29,42.86
430270,4302709,Butiá,RS,Sul,S ,1,2022,Prefeitura Municipal de Butiá,PMB,Local,Administração pública direta,Res. Sólidos ,48349.93,3.35,100,0,100,7.69,98.05,100,2396.17,311.79,55.8,11.54,0.66,0.02,100,27.92,30.77,11.54
130083,1300839,Caapiranga,AM,Norte,N ,1,2022,Prefeitura Municipal de Caapiranga,PMC,Local,Administração pública direta,Res. Sólidos ,25597.01,3.24,0,100,0,,66.82,0,,258.33,27.11,,0.55,,,37.9,,
250300,2503001,Caaporã,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Caaporã,PMC,Local,Administração pública direta,Res. Sólidos ,20672.78,1.5,23.55,100,0,10.87,77.12,0,1043.66,143.76,74.07,32.61,0.82,,0,2.38,43.48,13.04
500240,5002407,Caarapó,MS,Centro-Oeste,CO,2,2022,Prefeitura Municipal de Caarapó,PMC,Local,Administração pública direta,Res. Sólidos ,46032.11,2.73,42.4,66.3,33.7,3.26,80.03,19.09,735.23,139.75,27.22,31.52,0.92,0.12,0,30.38,16.3,16.3
290480,2904803,Caatiba,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Caatiba,PMC,Local,Administração pública direta,Res. Sólidos ,26495.6,1.73,1.64,100,0,5,93.71,0,766.77,157.3,42.75,30,0.68,0.07,0,52.31,50,10
250310,2503100,Cabaceiras,PB,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE CABACEIRAS,PMC,Local,Administração pública direta,Res. Sólidos ,24525,0.84,0,100,0,,56.1,0,,46.59,29.56,,1.14,,,68.27,,
290485,2904852,Cabaceiras do Paraguaçu,BA,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE CABACEIRAS DO PARAGUAÇU,PMCP,Local,Administração pública direta,Res. Sólidos ,47500,5.99,48.18,40.38,59.62,17.31,49.52,62.5,2268.37,197.18,56.68,19.23,2.67,0.11,70,15.38,19.23,15.38
310945,3109451,Cabeceira Grande,MG,Sudeste,SE,1,2022,PREFEITURA DE CABECEIRA GRANDE,PMCG,Local,Administração pública direta,Res. Sólidos ,26772.04,1.26,2.93,100,0,,80.32,0,,,,,1.27,,,,,
520400,5204003,Cabeceiras,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Cabeceiras Go,PMC,Local,Administração pública direta,Res. Sólidos ,2448.82,0.18,,96.43,3.57,,72.7,0,,,,,0.57,,,,,
220205,2202059,Cabeceiras do Piauí,PI,Nordeste,NE,1,2022,MUNICIPIO DE CABECEIRAS DO PIAUI,PMCP,Local,Administração pública direta,Res. Sólidos ,43153.85,1.2,100,0,100,15.38,16.34,100,798.72,300,53.48,30.77,1.64,0.2,100,28.52,38.46,15.38
250320,2503209,Cabedelo,PB,Nordeste,NE,2,2022,SECRETARIA DE INFRAESTRUTURA,SEINFRA,Local,Administração pública direta,Res. Sólidos ,104338.81,5.87,98.44,5.38,94.62,11.54,100,100,1938.46,100.98,25.75,43.85,1.42,1.25,100,6.14,15.38,15.38
110003,1100031,Cabixi,RO,Norte,N ,1,2022,SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PUBLICOS,SEMOSP,Local,Administração pública direta,Res. Sólidos ,141485.51,1.53,0,100,0,0,40.72,0,708.2,219.76,34.43,100,0.84,,,0,0,0
260290,2602902,Cabo de Santo Agostinho,PE,Nordeste,NE,3,2022,Prefeitura Municipal do Cabo de Santo Agostinho,PMCSA,Local,Administração pública direta,Res. Sólidos ,141069.62,8.86,99.17,2.61,97.39,5.88,98.93,100,2693.43,60.9,10.88,29.9,2.1,0.06,100,9.19,25.49,6.37
330070,3300704,Cabo Frio,RJ,Sudeste,SE,3,2022,Companhia de Serviços de Cabo Frio,COMSERCAF,Local,Autarquia,Res. Sólidos ,36293.75,2.47,39.94,58.43,41.57,4.91,89.61,0,882.21,119.49,43.22,47.54,1.36,0.26,83.58,47.16,36.39,11.16
310950,3109501,Cabo Verde,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Cabo Verde,Pref. Mun. Cabo Verd,Local,Administração pública direta,Res. Sólidos ,38256.38,2.09,1.6,86.96,13.04,4.35,96.41,0,1544.2,165.53,54.56,26.09,0.72,,0,43.84,56.52,13.04
350830,3508306,Cabrália Paulista,SP,Sudeste,SE,1,2022,PREFEITURA DE CABRÁLIA PAULISTA,PCP,Local,Administração pública direta,Res. Sólidos ,32457.24,0.8,4.1,100,0,16.67,85.37,0.46,917.78,101.51,44.92,50,0.65,0.09,0,48.78,33.33,0
350840,3508405,Cabreúva,SP,Sudeste,SE,2,2022,EPPO Cabreúva Soluções Urbanas SPE LTDA,CSU,Local,Empresa privada,Res. Sólidos ,165751.97,4.8,100,14.46,85.54,8.43,100,99.84,1507.29,261.96,27.49,36.14,0.84,0.24,100,6.81,13.25,30.12
260300,2603009,Cabrobó,PE,Nordeste,NE,2,2022,Secretaria de Infraestrutua Urbana,SEINFRA,Local,Administração pública direta,Res. Sólidos ,12960.12,0.68,100,100,0,,83.51,100,,272.1,94.19,,0.32,,,0,,
420300,4203006,Caçador,SC,Sul,S ,2,2022,"Secretaria Municipal de Agricultura, Desenvolvimento Rural e Meio Ambiente",PMC,Local,Administração pública direta,Res. Sólidos ,64783.35,2.02,74.28,52.13,47.87,6.38,100,100,1319.85,308.71,71.2,36.17,0.52,,0,11.66,19.15,31.91
350850,3508504,Caçapava,SP,Sudeste,SE,2,2022,Secretaria de Obras e Serviços Municipais,SOSM,Local,Administração pública direta,Res. Sólidos ,68572.82,2.65,100,0,100,7.41,98,100,2228.14,200.73,51.04,25,0.55,0.68,100,44.42,41.67,25.93
430280,4302808,Caçapava do Sul,RS,Sul,S ,2,2022,secretaria municipal dos transportes e serviços urbanos e interior e trânsito municipal,SMTSUITM,Local,Administração pública direta,Res. Sólidos ,114851.46,1.47,75.39,39.13,60.87,8.7,86.11,100,1666.86,169.6,36.85,47.83,0.56,0.18,0,24.61,26.09,8.7
110060,1100601,Cacaulândia,RO,Norte,N ,1,2022,Prefeitura Municipal de Cacaulândia,PMC,Local,Administração pública direta,Res. Sólidos ,3343.73,0.24,,86.36,13.64,18.18,100,0,298.19,,,13.64,0.18,,0,,36.36,18.18
430290,4302907,Cacequi,RS,Sul,S ,1,2022,Prefeitura Municipal de Cacequi,RS,Local,Administração pública direta,Res. Sólidos ,71543.97,1.01,93.37,37.5,62.5,0,87.46,98.97,930.35,352.96,92.57,62.5,0.43,,0,6.63,37.5,0
510250,5102504,Cáceres,MT,Centro-Oeste,CO,2,2022,Serviço de Saneamento Ambiental Águas do Pantanal,SSAAP,Local,Autarquia,Res. Sólidos ,27845.87,1.32,,2.33,97.67,6.2,94.78,6.48,2477.49,,,25.58,0.88,0.15,100,,59.69,0
520410,5204102,Cachoeira Alta,GO,Centro-Oeste,CO,1,2022,Superintendência de Meio Ambiente,SMA,Local,Administração pública direta,Res. Sólidos ,,4.09,88.86,,,,86.15,92.88,896.17,202.39,29.97,22.22,1.36,0.04,100,53.7,57.41,9.26
310960,3109600,Cachoeira da Prata,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Cachoeira da Prata,PMCP,Local,Administração pública direta,Res. Sólidos ,43657.4,6.82,,100,0,,94.77,0,,,,,0.45,,,,,
310970,3109709,Cachoeira de Minas,MG,Sudeste,SE,1,2022,Prefeitura Municipal,PMCM,Local,Administração pública direta,Res. Sólidos ,,2.51,24.69,,,,97.69,15.34,,,,,0.46,,,,,
310270,3102704,Cachoeira de Pajeú,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Cachoeira de Pajeú,PMCP,Local,Administração pública direta,Res. Sólidos ,6012.03,0.74,,100,0,0,62.37,0,217.25,,,16.67,0.16,,0,,50,33.33
150195,1501956,Cachoeira do Piriá,PA,Norte,N ,1,2022,Prefeitura Municipal de Cachoeira do Piriá,PMCP,Local,Administração pública direta,Res. Sólidos ,5339.42,6.68,,100,0,,28.21,0,,,,,1.97,,,,,
250330,2503308,Cachoeira dos Índios,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Cachoeira Dos Índios,PMCÍ,Local,Administração pública direta,Res. Sólidos ,91392.12,3.01,,0,100,,71.69,100,,,,,0.23,,,,,
430300,4303004,Cachoeira do Sul,RS,Sul,S ,2,2022,Secretaria Municipal de Meio Ambiente,SMMA,Local,Administração pública direta,Res. Sólidos ,163560.54,3.76,,17.65,82.35,7.35,90.89,2.88,2289.06,,,41.18,0.78,0.01,100,,22.06,13.24
310980,3109808,Cachoeira Dourada,MG,Sudeste,SE,1,2022,SECRETARIA MUNICIAL DE OBRAS E SERVIÇOS URBANOS E SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENT,PMCD,Local,Administração pública direta,Res. Sólidos ,33325.77,4.25,71.84,72.41,27.59,6.9,88.64,0,805.11,359.97,28.16,10.34,1.01,0.13,100,68.33,24.14,55.17
350860,3508603,Cachoeira Paulista,SP,Sudeste,SE,2,2022,prefeitura municipal de cachoeira paulista,PMCP,Local,Administração pública direta,Res. Sólidos ,,2.13,85.76,,,,100,100,1049.27,309.39,82.67,37.74,0.57,0.1,0,14.24,22.64,0
330080,3300803,Cachoeiras de Macacu,RJ,Sudeste,SE,2,2022,Autarquia municipal de Águas e Esgoto,AMAE,Local,Autarquia,Res. Sólidos ,,2.31,4.15,,,,92.2,100,2209.34,281.29,50.09,27.63,0.76,0.13,100,34.18,19.74,15.79
260310,2603108,Cachoeirinha,PE,Nordeste,NE,1,2022,Prefeitura Municipal de Cachoeirinha,PMC,Local,Administração pública direta,Res. Sólidos ,75832.02,4.45,,100,0,,79.9,0,,,,,0.6,,,,,
430310,4303103,Cachoeirinha,RS,Sul,S ,3,2022,Prefeitura Municipal de Cachoeirinha,PMCACHO,Local,Administração pública direta,Res. Sólidos ,198630.57,2.65,,0,100,,98.74,97.46,,,,,0.8,,,,,
170382,1703826,Cachoeirinha,TO,Norte,N ,1,2022,Prefeitura Municipal de Cachoeirinha,PMC,Local,Administração pública direta,Res. Sólidos ,29084.62,1.97,,100,0,,80.72,0,,,,,0.5,,,,,
320120,3201209,Cachoeiro de Itapemirim,ES,Sudeste,SE,3,2022,Secretaria Municipal de Manutenção e Serviços,SEMMAT,Local,Administração pública direta,Res. Sólidos ,49692.38,1.53,100,15.67,84.33,5.53,95.31,74.55,2422.32,183.37,71.12,25.35,0.65,0.58,100,26.64,10.6,37.33
250340,2503407,Cacimba de Areia,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Cacimba de Areia,PMCA,Local,Administração pública direta,Res. Sólidos ,,2.21,7.73,,,,47.07,100,882.59,266.51,44.64,17.39,1.95,,0,22.14,34.78,17.39
250350,2503506,Cacimba de Dentro,PB,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE CACIMBA DE DENTRO,PMCD,Local,Administração pública direta,Res. Sólidos ,4848.48,8.65,,100,0,,51.27,0,,,,,0.12,,,,,
250355,2503555,Cacimbas,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Cacimbas,PMC,Local,Administração pública direta,Res. Sólidos ,,1.85,,,,,47.67,0,,,,,1.12,,,,,
270120,2701209,Cacimbinhas,AL,Nordeste,NE,1,2022,Prefeitura Municipal de Cacimbinhas,PMC,Local,Administração pública direta,Res. Sólidos ,26085.94,2.71,47.6,35.8,64.2,2.47,59.18,5.24,74.32,408.34,19.92,51.85,0.46,0.26,60,77.86,30.86,12.35
430320,4303202,Cacique Doble,RS,Sul,S ,1,2022,PREFEITURA MUNICIPAL,PM,Local,Administração pública direta,Res. Sólidos ,28173.46,0.89,,100,0,,54.31,0,,,,,0.43,,,,,
110004,1100049,Cacoal,RO,Norte,N ,2,2022,Secretaria Municipal de Meio Ambiente,SEMMA,Local,Administração pública direta,Res. Sólidos ,141924.95,3.11,84.18,38.71,61.29,12.9,81.35,97.12,1539.62,215.1,44.77,61.29,0.71,0.35,0,13.09,12.9,9.68
350870,3508702,Caconde,SP,Sudeste,SE,1,2022,PREFEITURA DA ESTÂNCIA CLIMÁTICA DE CACONDE,PMC,Local,Administração pública direta,Res. Sólidos ,108697.05,4.16,25.23,100,0,,67.56,0,,117.13,18.14,,1.16,1.84,,0,,
520430,5204300,Caçu,GO,Centro-Oeste,CO,1,2022,CAÇU PREFEITURA MUNICIPAL,PMC,Local,Administração pública direta,Res. Sólidos ,42367.98,4.01,100,0,100,2.94,88.3,100,1960.7,104.75,22.31,14.71,1.38,0.2,100,55.12,76.47,2.94
290500,2905008,Caculé,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Caculé,PMC,Local,Administração pública direta,Res. Sólidos ,23640,3.24,92.89,2,98,2,62.33,9.22,524.49,276.5,25.38,12,0.21,1.11,100,65.48,44,20
290510,2905107,Caém,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Caém,PMC,Local,Administração pública direta,Res. Sólidos ,26093.38,2.34,97.72,2.63,97.37,0,34.19,100,241.07,464.9,38.92,28.95,0.64,0.25,100,58.38,42.11,28.95
310990,3109907,Caetanópolis,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Caetanópolis,PMC,Local,Administração pública direta,Res. Sólidos ,12409.09,0.92,1.83,100,0,4.55,82.03,0,339.46,188.24,58.61,36.36,0.25,0.13,0,39.56,36.36,13.64
311000,3110004,Caeté,MG,Sudeste,SE,2,2022,Prefeitura Municipal de Caeté,PMC,Local,Administração pública direta,Res. Sólidos ,85910.47,3.35,,21.82,78.18,5.45,100,100,1598.59,,,25.45,0.51,,0,,10.91,58.18
290520,2905206,Caetité,BA,Nordeste,NE,2,2022,SECRETARIA MUNICIPAL DE MEIO AMBIENTE E LIMPEZA PÚBLICA,SEMMA,Local,Administração pública direta,Res. Sólidos ,,0.53,4.23,,,,100,13.64,137.96,293.73,59.04,22.34,0.12,,0,8.66,53.3,14.72
410340,4103404,Cafeara,PR,Sul,S ,1,2022,MUNICIPIO DE CAFEARA,PMC,Local,Administração pública direta,Res. Sólidos ,43138.03,2.26,44.48,90,10,0,81.23,100,387.75,290.4,24.51,30,0.51,0.55,0,31.01,60,10
410345,4103453,Cafelândia,PR,Sul,S ,1,2022,Prefeitura Municipal de Cafelandia,PMCAF,Local,Administração pública direta,Res. Sólidos ,52421.73,4.51,36.91,19.35,80.65,7.53,80.96,22.49,452.78,378.46,35.48,26.88,0.81,0.1,100,48.52,16.13,12.9
350880,3508801,Cafelândia,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Cafelândia,PMC,Local,Administração pública direta,Res. Sólidos ,,10.56,98.82,,,,85.95,0,,150.92,91.71,,0.88,,,0,,
410347,4103479,Cafezal do Sul,PR,Sul,S ,1,2022,"Secretaria da Agricultura, Meio Ambiente e Turismo",SEMAT,Local,Administração pública direta,Res. Sólidos ,,1.66,34.17,,,,73.78,9.63,649.63,113.6,16.76,16.67,0.56,0.5,44.44,54.81,50,22.22
